ID SUBGRUPO DE ITENS	ID ITEM	DESCRIÇÃO ITEM	UDM Preço	UDM estoque
arrozConcorrente	conc_508	ARROZ INTEGRAL NAMORADO 1KG	0	UNI
feijaoConcorrente	conc_509	FEIJAO FRADINHO SOLITO 500G	0	UNI
feijaoConcorrente	conc_510	FEIJAO FRADINHO URBANO 500G	0	UNI
feijaoConcorrente	con_511	FEIJAO BRANCO URBANO 500G	0	UNI
arrozConcorrente	conc_500	ARROZ BRANCO SERRA AZUL 5KG	0	UNI
feijaoConcorrente	conc_501	FEIJAO CARIOCA SERRA AZUL	0	UNI
arrozConcorrente	conc_502	ARROZ PARBOILIZADO TIO URBANO 5KG	0	UNI
	conc_503	FEIJAO PRETO SERRA AZUL 1KG	0	UNI
	conc_512	FEIJAO PRETO GUTO 1KG	0	UNI
feijaoConcorrente	conc_513	FEIJAO FRADINHO GUTO 500G	0	UNI
arrozConcorrente	conc_504	ARROZ BRANCO PALMARES T1	0	UNI
arrozConcorrente	conc_505	ARROZ BRANCO PALMARES T2	0	UNI
arrozConcorrente	conc_517	ARROZ BRANCO SABOR CARIOCA 1KG	0	UNI
	conc_511	FEIJAO PRETO PEREIRA 1KG	0	UNI
arrozConcorrente	conc_518	ARROZ BRANCO REDE KRILL 1KG	0	UNI
arrozConcorrente	conc_519	ARROZ BRANCO REDE KRILL 5KG	0	UNI
arrozConcorrente	conc_520	ARROZ PARBOILIZADO NAMORADO 1KG	0	UNI
arrozConcorrente	conc_521	ARROZ INTEGRAL BIJU 1KG	0	UNI
feijaoConcorrente	conc_522	FEIJAO FRADINHO REDE KRILL 1KG	0	UNI
feijaoConcorrente	conc_523	FEIJAO CARIOCA PANTERA 1KG	0	UNI
	conc_524	FEIJAO PRETO REDE KRILL 1KG	0	UNI
feijaoConcorrente	conc_525	FEIJAO FRADINHO 5 ESTRELA	0	UNI
arrozConcorrente	conc_526	ARROZ CAMIL T2 5KG	0	UNI
arrozConcorrente	conc_527	ARROZ BRANCO SOLITO T2 5KG	0	UNI
feijaoConcorrente	conc_530	FEIJAO PRETO COOP 1KG	0	UNI
feijaoConcorrente	conc_31	FEIJAO PRETO SOROCABA 1KG	0	UNI
arrozConcorrente	conc_32	ARROZ BRANCO NENE 5KG	0	UNI
arrozConcorrente	conc_531	ARROZ PARBOILIZADO BROTO LEGAL 5KG	0	UNI
feijaoConcorrente	conc_528	FEIJAO BRANCO CALDO NOBRE 1KG	0	UNI
feijaoConcorrente	conc_529	FEIJAO FRADINHO CALDO NOBRE 1KG	0	UNI
arrozConcorrente	conc_537	ARROZ JAPONES NIKKOH 1KG	0	UNI
arrozConcorrente	conc_533	ARROZ BRANCO PRINCESA 1KG	0	UNI
arrozConcorrente	conc_534	ARROZ BRANCO CAÇAROLA 1KG	0	UNI
arrozConcorrente	conc_535	ARROZ BRANCO CAÇAROLA 5KG	0	UNI
	conc_536	ARROZ PARBOILIZADO CAÇAROLA 5KG	0	UNI
1	226	LASANHA FANTASTICO 200G (CX 24/0,2KG)	0	CX 24/0,2KG
arrozConcorrente	conc_538	ARROZ BRANCO PRINCIPE 5KG	0	UNI
arrozConcorrente	conc_539	ARROZ PARBOILIZADO TIO MINGOTE 5KG	0	UNI
arrozConcorrente	conc_540	ARROZ BRANCO TIO MINGOTE 5KG	0	UNI
arrozConcorrente	conc_541	ARROZ BRANCO CARIJO 1KG	0	UNI
conc_546	conc_544	MASSA PARA LASANHA 200G BARILLA	0	UNI
arrozConcorrente	conc_552	ARROZ BRANCO BIJU 2KG	0	UNI
arrozConcorrente	conc_553	ARROZ BRANCO BOM PRATO 1KG	0	UNI
arrozConcorrente	conc_554	ARROZ BRANCO BOM PRATO 2KG	0	UNI
conc_546	conc_547	MASSA PARA LASANHA PETYBOM 200G	0	UNI
conc_546	conc_548	MASSA PARA LASANHA RENATA 200G	0	UNI
conc_546	conc_549	MASSA PARA LASANHA D.BENTA 200G	0	UNI
conc_546	conc_551	MASSA PARA LASANHA PARATI 200G	0	UNI
arrozConcorrente	conc_558	ARROZ BRANCO CAMPEIRO 5KG	0	UNI
conc_546	conc_555	MASSA PARA LASANHA 200G GALO	0	UNI
arrozConcorrente	conc_556	ARROZ BRANCO BLUE VILLE 5KG	0	UNI
feijaoConcorrente	conc_557	FEIJAO PRETO CURIO 1KG	0	UNI
1	78	FEIJAO PRETO FANTASTICO RJ T1 (FD 30/1KG)	PACOTE 1 KG	FD 30/1 KG
2	2	ARROZ BRANCO SABOROSO T1 (FD 15/2KG)	PACOTE 2 KG	FD 15/2 KG
1	3	ARROZ BRANCO FANTASTICO GRAOS NOBRES T1  (FD 6/5KG)	PACOTE 5 KG	FD 6/5 KG
1	45	FEIJAO PRETO FANTASTICO SP T1 (FD 30/1KG)	PACOTE 1 KG	FD 30/1 KG
1	4	ARROZ BRANCO FANTASTICO GRAOS NOBRES T1  (FD 15/2KG)	PACOTE 2 KG	FD 15/2 KG
2	5	ARROZ BRANCO SABOROSO T1 (FD 6/5KG)	PACOTE 5 KG	FD 6/5 KG
2	0005.2	ARROZ BRANCO SABOROSO I T1 (FD 6/5KG)	PACOTE 5 KG	FD 6/5 KG
	8	ARROZ BRANCO SABOR CARIOCA T1 (FD 6/5KG)	PACOTE 5 KG	FD 6/5 KG
2	0048.2	FEIJAO CARIOCA SABOROSO T1 (FD 10/1KG)	0	FD 10/1 KG
1	9	ARROZ ARBORIO FANTASTICO CULINARIA ITALIANA (CX 10/1 KG)	CAIXA 1 KG	CX 10/1 KG
	11	ARROZ BRANCO PEG JA RESTAURANTE T1 5KG	PACOTE 5 KG	FD 6/5 KG
	20	ARROZ BRANCO FANTASTICO PREMIUM T1 1Kg	PACOTE 1 KG	FD 30/1 KG
2	0069.1	FEIJAO PRETO SABOROSO T1 (FD 30/1KG)	PACOTE 1 KG	FD 30/1 KG
	70	ARROZ BRANCO SANTO GOURMET T1 (FD 10/1KG)	PACOTE 1 KG	FD 10/1 KG
	71	ARROZ BRANCO PEG JA T1 5KG	PACOTE 5 KG	FD 6/5 KG
	0072.1	FEIJAO PRETO SABOROSO T1 (FD 10/1KG)	PACOTE 1 KG	FD 10/1 KG
arrozConcorrente	26	ARROZ BRANCO CHAMINE T1 (FD 6/5KG)	PACOTE 5 KG	FD 6/5 KG
1	79	FEIJAO PRETO FANTASTICO RJ T1 (FD 10/1KG)	PACOTE 1 KG	FD 10/1 KG
1	27	ARROZ BRANCO FANTASTICO GRAOS NOBRES T1 (FD 30/1KG)	PACOTE 1 KG	FD 30/1 KG
3	97	FEIJAO CARIOCA PEG JA T1 (FD 30/1KG)	PACOTE 1 KG	FD 30/1 KG
	98	FEIJAO CARIOCA PEG JA T1 1KG	PACOTE 1 KG	FD 10/1 KG
1	135	ARROZ PRETO FANTASTICO (CX 12/0,25KG)	CX 0.250 KG	CX 12/0.250 KG
3	100	FEIJAO CARIOCA BANDINHA BAHIA (FD 30/1KG)	PACOTE 1 KG	FD 30/1 KG
1	28	ARROZ PARBOILIZADO FANTASTICO T1 (FD 30/1KG)	PACOTE 1 KG	FD 30/1 KG
1	133	ARROZ JAPONES KIZOKU MAI FANTASTICO T1 (FD 6/5KG)	PACOTE 5 KG	FD 6/5 KG
1	107	FEIJAO FRADINHO FANTASTICO T1 (FD 20/0,5KG)	PACOTE 0.5 KG	FD 20/0.5 KG
3	0134.1	FEIJAO CARIOCA CHAMINE RESTAURANTE (FD 30/1KG)	PACOTE 1 KG	FD 30/1 KG
2	29	ARROZ BRANCO SABOROSO T2 5KG	PACOTE 5 KG	FD 6/5 KG
1	0132.1	FEIJAO VERMELHO FANTASTICO T1 (FD 10/1KG)	PACOTE 1 KG	FD 10/1 KG
1	0106.1	FEIJAO FRADINHO FANTASTICO T1 (FD 10/1KG)	PACOTE 1 KG	FD 10/1 KG
	0031.1	ARROZ BRANCO FANTASTICO PREMIUM T1 (FD 10/1KG)	PACOTE 1 KG	FD 10/1 KG
2	0032.1	ARROZ BRANCO SABOROSO T1 1KG (FD 30/1KG)	PACOTE 1 KG	FD 30/1 KG
2	0033.1	ARROZ BRANCO SABOROSO T1 1KG (FD 10/1KG)	PACOTE 1 KG	FD 10/1 KG
	38	ARROZ BRANCO SANTO GOURMET T1 (FD 6/5KG)	PACOTE 5 KG	FD 6/5 KG
	39	ARROZ BRANCO SANTO GOURMET T1 (FD 30/1KG)	PACOTE 1 KG	FD 30/1 KG
1	136	ARROZ JAPONES KIZOKU MAI FANTASTICO T1 (FD 10/1KG)	PACOTE 1 KG	FD 10/1 KG
3	138	FEIJAO CARIOCA CHAMINE RJ T1 (FD 30/1KG)	PACOTE 1 KG	FD 30/1 KG
	142	ARROZ PARBOILIZADO SABOROSO T1 (FD 10/1KG)	PACOTE 1 KG	FD 10/1 KG
2	143	ARROZ PARBOILIZADO SABOROSO T1 1KG (FD 30/1KG)	PACOTE 1 KG	FD 30/1 KG
2	144	ARROZ PARBOILIZADO SABOROSO T1 (FD 6/5KG)	PACOTE 5 KG	FD 6/5 KG
1	145	FEIJAO BRANCO FANTASTICO T1 (FD 20/0,5KG)	PACOTE 0.5 KG	FD 20/0.5 KG
	206	ARROZ INTEGRAL FANTASTICO T1 (CX 10/1KG)	CAIXA 1 KG	CX 10/1 KG
1	0207.1	ARROZ PARBOILIZADO INTEGRAL FANTASTICO T1 (FD 10/1KG)	PACOTE 1 KG	FD 10/1 KG
1	208	ARROZ ORGANICO INTEGRAL FANTASTICO T1 (CX 6/1KG)	CAIXA 1 KG	CX 6/1 KG
2	209	ARROZ PARBOILIZADO INTEGRAL SABOROSO T1 (FD 10/1KG)	PACOTE 1 KG	FD 10/1 KG
		Padrão		
3	44	FEIJAO CARIOCA CHAMINE SP T1 (FD 30/1KG)	PACOTE 1 KG	FD 30/1 KG
	24	ARROZ BRANCO FANTASTICO GRAOS NOBRES T1  (FD 10/1KG)	PACOTE 1 KG	FD 10/1 KG
	47	FEIJAO PRETO FANTASTICO SP T1 (FD 10/1KG)	PACOTE 1 KG	FD 10/1 KG
1	25	ARROZ PARBOILIZADO FANTASTICO T1 (FD 6/5KG)	PACOTE 5 KG	FD 6/5 KG
	22	ARROZ BRANCO FANTASTICO PREMIUM T1 2KG	PACOTE 2 KG	FD 15/2 KG
1	0001.1	ARROZ BRANCO FANTASTICO T2 5KG	PACOTE 5 KG	FD 6/5 KG
arrozConcorrente	Conc_515	ARROZ BRANCO D MARIA T1 5KG	27,5	523
	Conc_690	MACARRÃO CAMIL ESPAGUETE 500G	3,59	513
	Conc_691	MACARRÃO CAMIL PENNE 500G	3,59	547
	Conc_692	MACARRÃO CAMIL PARAFUSO 500G	3,59	632
	Conc_693	MACARRÃO CAMIL PADRE NOSSO 500G	3,59	245
arrozConcorrente	Conc_694	ARROZ JAPONES NIKKOH T1 5KG	62	289
4	88888	teste  CAMIL	PACOTE 5KG	TESTE
2	conc-569	ARROZ SABOROSO INTEGRAL 1KG	6,1	FD 10X1KG
	conc_514	MACARRÃO JOIA ESPAQUETE 500G	FD 20X0.5	FD 20X0.5
	conc_516	MACARRÃO JOIA PENNE 500G	FD 20X0.5	FD 20X0.5
	conc_532	MACARRÃO JOIA PARAFUSO 500G	FD 20X0.5	FD 20X0.5
	conc_543	MACARRÃO TODESCHINI ESPAGUETE 500G	FD 20X0.5	FD 20X0.5
	conc_545	MACARRÃO TODESCHINI PENE 500G	FD 20X0.5	FD 20X0.5
	conc_559	MACARRÃO FLORIANI ESPAGUETE 500G	FD 20X0.5	FD 20X0.5
	conc_560	MACARRÃO FLORIANI PARAFUSO 500G	FD 20X0.5	FD 20X0.5
	conc_561	MACARRÃO FLORIANI PENE 500G	FD 20X0.5	FD 20X0.5
	conc_562	MACARRÃO GALO ESPAGUETE 500G	FD 20X0.5	FD 20X0.5
	conc_563	MACARRÃO GALO PARAFUSO 500G	FD 20X0.5	FD 20X0.5
	conc_565	MACARRÃO GALO PENE 500G	FD 20X0.5	FD 20X0.5
feijaoConcorrente	conc-568	FEIJAO CARIOCA MARAVILHA 1KG	4,49	FD 10X1KG
arrozConcorrente	conc-567	ARROZ BRANCO TIO LANO T1 5KG	20,98	FD 6X5KG
arrozConcorrente	conc_299	ARROZ BRANCO COMBRASIL T1 5KG	0	uni
	conc_300	FEIJÃO PRETO COMBRASIL T1 1KG	0	uni
arrozConcorrente	conc_250	ARROZ PARBOILIZADO CAMPEIRO T1 5KG	0	uni
arrozConcorrente	conc_251	ARROZ BRANCO CAMPEIRO T1 1KG	0	uni
arrozConcorrente	conc_252	ARROZ INTEGRAL CAMPEIRO T1 1KG	0	uni
feijaoConcorrente	conc_253	FEIJAO FRADINHO CAMPO BELO T1 500G	0	uni
feijaoConcorrente	conc_254	FEIJAO CARIOCA GAROA T1 1KG	0	uni
	conc_255	FEIJAO PRETO NAMORADO T1 1KG	0	uni
arrozConcorrente	conc_256	ARROZ BRANCO PATOSUL T1 5 KG	0	uni
arrozConcorrente	conc_257	ARROZ BRANCO SELECT T1 5KG	0	uni
	conc_262	FEIJAO BRANCO CINCO ESTRELAS T1 1KG	0	uni
feijaoConcorrente	conc_264	FEIJAO CARIOCA GRAO CHIQUE T1 1KG	0	uni
arrozConcorrente	conc_143	ARROZ BRANCO BIGUA T1 5KG	0	uni
arrozConcorrente	conc_147	ARROZ BRANCO BIJU T1 5KG	0	uni
arrozConcorrente	conc_108	ARROZ BRANCO BLUE VILLE T1 5KG	0	uni
arrozConcorrente	conc_272	ARROZ BRANCO POP T1 5KG	0	uni
arrozConcorrente	conc_265	ARROZ BRANCO SOLITO MIX T1 5KG	0	uni
arrozConcorrente	conc_142	ARROZ BRANCO VISCONDE T1 5KG	0	uni
3	conc_237	ARROZ JAPONES SOLITO T1 1KG	0	uni
arrozConcorrente	conc_110	ARROZ PARBOILIZADO BLUE VILLE T1 5KG	0	uni
arrozConcorrente	conc_280	ARROZ PARBOILIZADO CIAGRO T1 5KG	0	uni
arrozConcorrente	conc_111	ARROZ PARBOILIZADO MAXIMO T1 5KG	0	uni
arrozConcorrente	conc_144	ARROZ PARBOILIZADO VILA NOVA T1 5KG	0	uni
feijaoConcorrente	conc_259	FEIJAO CARIOCA SELECT T1 1KG	0	uni
feijaoConcorrente	conc_258	FEIJAO CARIOCA VILA NOVA T1 1KG	0	uni
feijaoConcorrente	conc_263	FEIJAO FRADINHO CINCO ESTRELAS T1 1KG	0	uni
	conc_260	FEIJAO PRETO SELECT T1 1KG	0	uni
	conc_261	FEIJAO PRETO VILA NOVA T1 1KG	0	uni
feijaoConcorrente	conc_273	FEIJAO CARIOCA GRAO GOSTOSO T1 1KG	0	uni
arrozConcorrente	conc_115	ARROZ BRANCO CARREFOUR T1 5KG	0	uni
arrozConcorrente	conc_116	ARROZ BRANCO EMPORIO SAO JOAO T1 5KG	0	uni
arrozConcorrente	conc_117	ARROZ BRANCO CAMIL T2 5KG	0	uni
arrozConcorrente	conc_118	ARROZ BRANCO PATEKO T1 5KG	0	uni
feijaoConcorrente	conc_286	FEIJAO FRADINHO NENE T1 1KG	0	uni
arrozConcorrente	conc_119	ARROZ BRANCO CINCO ESTRELAS T1 5KG	0	uni
arrozConcorrente	conc_120	ARROZ BRANCO SANTO GOMES T1 5KG	0	uni
arrozConcorrente	conc_121	ARROZ PARBOILIZADO EMPORIO SAO JOAO T1 5KG	0	uni
arrozConcorrente	conc_122	ARROZ PARBOILIZADO TIO JOAO T1 5KG	0	uni
arrozConcorrente	conc_123	ARROZ BRANCO EMPORIO SAO JOAO T1 1KG	0	uni
arrozConcorrente	conc_124	ARROZ BRANCO CARREFOUR T1 1KG	0	uni
arrozConcorrente	conc_125	ARROZ BRANCO SANTO GOMES T1 1KG	0	uni
arrozConcorrente	conc_126	ARROZ BRANCO CARREFOUR T1 2KG	0	uni
arrozConcorrente	conc_127	ARROZ BRANCO EMPORIO SAO JOAO T1 2KG	0	uni
arrozConcorrente	conc_128	ARROZ PARBOILIZADO BROTO LEGAL T1 1KG	0	uni
arrozConcorrente	conc_129	ARROZ PARBOILIZADO EMPORIO SAO JOAO T1 1KG	0	uni
arrozConcorrente	conc_130	ARROZ PARBOILIZADO TIO URBANO T1 1KG	0	uni
arrozConcorrente	conc_131	ARROZ ARBORIO LA PASTINA T1 1KG	0	uni
arrozConcorrente	conc_278	ARROZ BRANCO ROSEIRENSE T1 5KG 4444444444444	0	uni
	conc_132	FEIJAO PRETO BIJU T1 1KG	0	uni
	conc_133	FEIJAO PRETO CARREFOUR T1 1KG	0	uni
	conc_134	FEIJAO PRETO CINCO ESTRELAS T1 1KG	0	uni
feijaoConcorrente	conc_135	FEIJAO CARIOCA GRAO DE CAMPO T1 1KG	0	uni
feijaoConcorrente	conc_136	FEIJAO CARIOCA VENCEDOR T1 1KG	0	uni
feijaoConcorrente	conc_137	FEIJAO CARIOCA CINCO ESTRELAS T1 1KG	0	uni
feijaoConcorrente	conc_138	FEIJAO CARIOCA CARREFOUR T1 1KG	0	uni
feijaoConcorrente	conc_140	FEIJAO CARIOCA  SANTA IZABEL T1 1KG	00,00U	uni
feijaoConcorrente	conc_139	FEIJAO CARIOCA TERRA NOVA T1 1KG	0	uni
feijaoConcorrente	conc_141	FEIJAO CARIOCA EMPORIO SAO JOAO T1 1KG	0	uni
arrozConcorrente	conc_279	ARROZ BRANCO TARUMA T1 5KG	0	uni
arrozConcorrente	conc_281	ARROZ BRANCO TARUMA T1 1KG	0	uni
feijaoConcorrente	conc_283	FEIJAO CARIOCA TALISMA T1 1KG	0	uni
arrozConcorrente	conc_282	ARROZ PARBOILIZADO CIAGRO T1 1KG	0	uni
feijaoConcorrente	conc_145	FEIJAO CARIOCA DA CASA T1 1KG	0	uni
arrozConcorrente	conc_146	ARROZ INTEGRAL ALBARUSKA T1 1KG	0	uni
arrozConcorrente	conc_301	ARROZ BRANCO CARRETEIRO T1 5KG	0	uni
feijaoConcorrente	conc_285	FEIJAO CARIOCA VICOSO T1 1KG	0	uni
arrozConcorrente	conc_222	ARROZ BRANCO ARROZAL T1 5KG	0	uni
arrozConcorrente	conc_223	ARROZ BRANCO BUTUI T1 5KG	0	uni
feijaoConcorrente	conc_284	FEIJAO CARIOCA ROSEIRENSE T1 1KG	0	uni
arrozConcorrente	conc_224	ARROZ BRANCO EXTREMO SUL T1 5KG	0	uni
arrozConcorrente	conc_225	ARROZ BRANCO RAROZ PRIME T1 5KG	0	uni
arrozConcorrente	conc_226	ARROZ BRANCO RAROZ PRIME T1 1KG	0	uni
arrozConcorrente	conc_227	ARROZ PARBOILIZADO PRINCESA T1 5KG	0	uni
arrozConcorrente	conc_228	ARROZ PARBOILIZADO PRINCESA T1 1KG	0	uni
arrozConcorrente	conc_229	ARROZ PARBOILIZADO NAMORADO T1 1KG	0	uni
arrozConcorrente	conc_230	ARROZ INTEGRAL PRINCESA T1 1KG	0	uni
3	conc_231	ARROZ JAPONES INARI T1 5KG	0	uni
3	conc_232	ARROZ JAPONES SOLITO T1 5KG	0	uni
3	conc_233	ARROZ JAPONES GUIN T1 5KG	0	uni
arrozConcorrente	conc_235	ARROZ JAPONES MOMIJI GRAO CURTO T1 5KG	0	uni
3	conc_234	ARROZ JAPONES YANAGI T1 5KG	0	uni
3	conc_236	ARROZ JAPONES INARI T1 1KG	0	uni
3	conc_238	ARROZ JAPONES GUIN T1 1KG	0	uni
feijaoConcorrente	conc_239	FEIJAO CARIOCA PIRAMEDE T1 1KG	0	uni
feijaoConcorrente	conc_240	FEIJAO CARIOCA QUERIDO T1 1KG	0	uni
	conc_241	FEIJAO PRETO DONA ROSA T1 1KG	0	uni
feijaoConcorrente	conc_242	FEIJAO PRETO PRISMARA T1 1KG	0	uni
feijaoConcorrente	conc_243	FEIJAO FRADINHO  PIRAMEDE T1 1KG	0	uni
feijaoConcorrente	conc_244	FEIJAO FRADINHO KICALDO T1 500G	0	uni
feijaoConcorrente	conc_245	FEIJAO FRADINHO CAMIL T1 500G	0	uni
feijaoConcorrente	conc_246	FEIJAO FRADINHO DO VALLE T1 500G	0	uni
	conc_247	FEIJAO BRANCO PIRAMEDE T1 1KG	0	uni
	conc_248	FEIJAO BRANCO CAMIL T1 500G	0	uni
	conc_249	FEIJAO BRANCO DO VALLE T1 500G	0	uni
arrozConcorrente	conc_275	ARROZ BRANCO BOM D+ T1 5KG	0	uni
arrozConcorrente	conc_276	ARROZ BRANCO CARINHOSO T1 5KG	0	uni
	conc_277	FEIJAO PRETO GRAO GOSTOSO T1 1KG	0	uni
feijaoConcorrente	conc_202	FEIJAO CARIOCA MARAVILHA T1 1KG	0	uni
	conc_203	FEIJAO PRETO MARAVILHA T1 1KG	0	uni
arrozConcorrente	conc_204	ARROZ ARBORIO CAMIL T1 1KG	0	uni
arrozConcorrente	CONC_201	ARROZ PARBOILIZADO RAROZ T1 5KG	0	uni
feijaoConcorrente	conc_205	FEIJAO FRADINHO PRATO CHEIO T1 1KG	0	uni
	conc_206	FEIJAO BRANCO HIKARI T1 1KG	0	uni
	conc_207	FEIJAO BRANCO YOKI T1 1KG	0	uni
arrozConcorrente	conc_208	ARROZ PARBOILIZADO TIO JOAO T1 1KG	0	uni
feijaoConcorrente	conc_209	FEIJAO CARIOCA HIKARI T1 1KG	0	uni
arrozConcorrente	conc_210	ARROZ BRANCO TIO URBANO PREMIUM T1 1KG	0	uni
arrozConcorrente	conc_213	ARROZ BRANCO SHIBATA T1 1KG	0	uni
arrozConcorrente	conc_212	ARROZ BRANCO SHIBATA T1 5KG	0	uni
arrozConcorrente	conc_211	ARROZ BRANCO TIO URBANO PREMIUM T1 5KG	0	uni
arrozConcorrente	conc_274	ARROZ PARBOILIZADO PANTERA T1 5KG	0	uni
arrozConcorrente	conc_214	ARROZ BRANCO SHIBATA PREMIUM T1 5KG	0	uni
arrozConcorrente	conc_266	ARROZ BRANCO SAO PEDRO T1 5KG	0	uni
arrozConcorrente	conc_215	ARROZ BRANCO SHIBATA PREMIUM T1 1KG	0	uni
feijaoConcorrente	conc_217	FEIJAO CARIOCA SHIBATA PREMIUM T1 1KG	0	uni
feijaoConcorrente	conc_216	FEIJAO CARIOCA SHIBATA T1 1KG	0	uni
	conc_218	FEIJAO PRETO SHIBATA T1 1KG	0	uni
arrozConcorrente	conc_287	ARROZ BRANCO ROSEIRENSE T1 5KG	0	uni
arrozConcorrente	conc_267	ARROZ INTEGRAL MAXIMO T1 1KG	0	uni
feijaoConcorrente	conc_268	FEIJAO CARIOCA ROLDAO T1 1KG	0	uni
feijaoConcorrente	conc_269	FEIJAO CARIOCA SERENATA T1 1KG	0	uni
feijaoConcorrente	conc_270	FEIJAO PRETO SERENATA T1 1KG	0	uni
feijaoConcorrente	conc_271	FEIJAO PRETO ROLDAO T1 1KG	0	uni
	conc_289	FEIJAO PRETO KIBELO T1 1KG	0	uni
feijaoConcorrente	conc_288	FEIJAO CARIOCA KIBELO T1 1KG	0	uni
arrozConcorrente	conc_304	ARROZ BRANCO TRIVIAL T1 5KG	0	uni
feijaoConcorrente	conc_305	FEIJAO CARIOCA NIVALDO T1 1KG	0	uni
arrozConcorrente	conc_302	ARROZ BRANCO PAGLIARIN T1 5KG	0	uni
arrozConcorrente	conc_306	ARROZ BRANCO VENCEDOR T1 5KG	0	uni
arrozConcorrente	conc_303	ARROZ BRANCO PALMARES T1 5KG	0	uni
	conc_307	FEIJAO PRETO VENCEDOR T1 1KG	0	uni
	conc_308	FEIJAO PRETO EMPORIO SAO JOAO T1 1KG	0	uni
	conc_309	FEIJAO PRETO TERRA NOVA T1 1KG	0	uni
arrozConcorrente	conc_290	ARROZ BRANCO ARO T1 5KG	0	uni
arrozConcorrente	conc_291	ARROZ PARBOILIZADO ARO T1 5KG	0	uni
arrozConcorrente	conc_292	ARROZ BRANCO ARO T1 1KG	0	uni
arrozConcorrente	conc_293	ARROZ INTEGRAL ARO T1 1KG	0	uni
feijaoConcorrente	conc_294	FEIJAO CARIOCA ARO T1 1 KG	0	uni
feijaoConcorrente	conc_295	FEIJAO CARIOCA FILETTO T1 1KG	0	uni
feijaoConcorrente	conc_296	FEIJAO CARIOCA MEK T1 1KG	0	uni
	conc_298	FEIJAO PRETO ARO T1 1KG	0	uni
feijaoConcorrente	conc_297	FEIJAO PRETO MEK T1 1KG	0	uni
arrozConcorrente	conc_310	ARROZ BRANCO CARRETEIRO T1 1KG	0	uni
arrozConcorrente	conc_311	ARROZ BRANCO COMBRASIL T1 1KG	0	uni
arrozConcorrente	conc_312	ARROZ BRANCO PAGLIARIN T1 1KG	0	uni
arrozConcorrente	conc_313	ARROZ BRANCO PALMARES T1 1KG	0	uni
arrozConcorrente	conc_314	ARROZ BRANCO BIJU T1 1KG	0	uni
	conc_325	FEIJAO PRETO ALFA T1 1KG	0	uni
	conc_326	FEIJAO PRETO MACIO T1 1KG	0	uni
	conc_327	FEIJAO PRETO ABENÇOADO T1 1KG	0	uni
feijaoConcorrente	conc_328	FEIJAO CARIOCA UGOBOM T1 1KG	0	uni
feijaoConcorrente	conc_329	FEIJAO CARIOCA PICININ T1 1KG	0	uni
feijaoConcorrente	conc_330	FEIJAO CARIOCA REAL SABOR T1 1KG	0	uni
feijaoConcorrente	conc_331	FEIJAO CARIOCA SERRAZUL T1 1KG	0	uni
arrozConcorrente	conc_315	ARROZ BRANCO ROSEIRENSE T1 1KG	0	uni
arrozConcorrente	conc_316	ARROZ BRANCO POP T1 1KG	0	uni
arrozConcorrente	conc_317	ARROZ BRANCO GUACIRA T1 1KG	0	uni
arrozConcorrente	conc_318	ARROZ BRANCO EXTREMO SUL T1 1KG	0	uni
arrozConcorrente	conc_319	ARROZ BRANCO SERRAZUL T1 1KG	0	uni
arrozConcorrente	conc_320	ARROZ BRANCO BIGUA T1 1KG	0	uni
arrozConcorrente	conc_321	ARROZ BRANCO GRAO DE CAMPO T1 1KG	0	uni
3	conc_333	ARROZ PRATO FINO ORIENTAL T1 5KG	0	uni
3	conc_334	ARROZ JAPONES MIROKUMAI T1 5KG	0	uni
	Conc_620	FEIJÃO PRETO TACUMÃ 1KG	4,99	FD 10X1KG
PA FEIJÃO	Conc_621	FEILÃO CARIOCA TACUMÃ 1KG	4,49	FD 10X1KG
arrozConcorrente	conc_322	ARROZ PARBOILIZADO BLUE VILLE T1 1KG	0	uni
arrozConcorrente	conc_323	ARROZ BRANCO GUACIRA T1 2KG	0	uni
feijaoConcorrente	conc_324	FEIJAO CARIOCA PICININ PREMIUM T1 1KG	0	uni
feijaoConcorrente	conc_2460	FEIJÃO CARIOCA ROSALITO 1KG	FD 10/1KG	10/1KG
feijaoConcorrente	conc_3500	FEIJÃO PRETO ROSALITO 1KG	FD 10/1KG	10/1KG
arrozConcorrente	conc_332	ARROZ BRANCO IDEAL T1 5KG	0	uni
	conc_335	FEIJAO BRANCO SOLITO T1 500G	0	uni
arrozConcorrente	conc_336	ARROZ BRANCO DONA MILU T1 1KG	0	uni
	conc_337	FEIJAO BRANCO CAMPO BELO T1 500G	0	uni
feijaoConcorrente	conc_338	FEIJAO CARIOCA KNORR T1 1KG	0	uni
	conc_339	FEIJAO PRETO KNORR T1 1KG	0	uni
feijaoConcorrente	conc_340	FEIJAO FRADINHO KNORR T1 1KG	0	uni
3	conc_3	ARROZ BRANCO EXTREMO SUL 5KG	5kg	5kg
3	conc _5	FEIJAO CARIOCA CALDO CREMOSO 1KG	1kg	1kg
3	conc_4	FEIJAO BRANCO BIJU 500G	500g	500g
3	conc_1	FEIJAO VERMELHO BIJU 500G	500g	500g
3	conc_2	FEIJAO VERMELHO URBANO 500G	500g	500g
arrozConcorrente	conc_341	ARROZ ARBORIO VILLA CERRONI 500G	0	uni
feijaoConcorrente	conc_342	FEIJAO CARIOCA HIKARI T1 500G	0	uni
3	conc_11	ARROZ SOLICITO 5KG	5kg	5kg
